date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:48:00	8385/8385	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2013%20Feb%202021%2014:55:46%20GMT	https://themes.themewild.com/vidstream/assets/js/custom.js	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/js/custom.js	(from https://themes.themewild.com/vidstream/?i=167226&pr_code=11111111)
22:48:01	386/386	---M-Z	200	added ('OK')	text/css	date:Fri,%2012%20Feb%202021%2017:31:04%20GMT	https://themes.themewild.com/vidstream/assets/css/variable.css	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/css/variable.css	(from https://themes.themewild.com/vidstream/assets/css/typography.css)
22:48:01	37437/37437	---M-Z	200	added ('OK')	text/css	date:Sat,%2029%20Aug%202020%2018:52:26%20GMT	https://themes.themewild.com/vidstream/assets/css/all.min.css	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/css/all.min.css	(from https://themes.themewild.com/vidstream/assets/css/typography.css)
22:48:01	72530/72530	---MCZ	200	added ('OK')	text/css	date:Sat,%2029%20Aug%202020%2018:52:26%20GMT	https://themes.themewild.com/vidstream/assets/css/remixicon.css	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/css/remixicon.css	(from https://themes.themewild.com/vidstream/assets/css/typography.css)
22:48:01	1355/1355	---MCZ	200	added ('OK')	text/css	date:Fri,%2012%20Feb%202021%2018:17:18%20GMT	https://themes.themewild.com/vidstream/assets/css/slick.css	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/css/slick.css	(from https://themes.themewild.com/vidstream/assets/css/typography.css)
22:48:02	2000/2000	---MCZ	200	added ('OK')	text/css	date:Sat,%2029%20Aug%202020%2018:52:26%20GMT	https://themes.themewild.com/vidstream/assets/css/slick-theme.css	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/css/slick-theme.css	(from https://themes.themewild.com/vidstream/assets/css/typography.css)
22:48:03	3352/3352	---M-Z	200	added ('OK')	text/css	date:Sat,%2029%20Aug%202020%2018:52:26%20GMT	https://themes.themewild.com/vidstream/assets/css/owl.carousel.min.css	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/css/owl.carousel.min.css	(from https://themes.themewild.com/vidstream/assets/css/typography.css)
22:48:04	58129/58129	---M-Z	200	added ('OK')	text/css	date:Sat,%2029%20Aug%202020%2018:52:26%20GMT	https://themes.themewild.com/vidstream/assets/css/animate.min.css	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/css/animate.min.css	(from https://themes.themewild.com/vidstream/assets/css/typography.css)
22:48:05	6951/6951	---M-Z	200	added ('OK')	text/css	date:Sat,%2029%20Aug%202020%2018:52:26%20GMT	https://themes.themewild.com/vidstream/assets/css/magnific-popup.css	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/css/magnific-popup.css	(from https://themes.themewild.com/vidstream/assets/css/typography.css)
22:48:06	15275/15275	---M-Z	200	added ('OK')	text/css	date:Sat,%2029%20Aug%202020%2018:52:26%20GMT	https://themes.themewild.com/vidstream/assets/css/select2.min.css	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/css/select2.min.css	(from https://themes.themewild.com/vidstream/assets/css/typography.css)
22:48:07	5724/5724	---M-Z	200	added ('OK')	text/css	date:Sat,%2029%20Aug%202020%2018:52:26%20GMT	https://themes.themewild.com/vidstream/assets/css/select2-bootstrap4.min.css	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/css/select2-bootstrap4.min.css	(from https://themes.themewild.com/vidstream/assets/css/typography.css)
22:48:08	19047/19047	---M-Z	200	added ('OK')	text/css	date:Sat,%2029%20Aug%202020%2018:52:26%20GMT	https://themes.themewild.com/vidstream/assets/css/dark.css	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/css/dark.css	(from https://themes.themewild.com/vidstream/assets/css/typography.css)
22:48:08	4569/4569	---M-Z	200	added ('OK')	text/css	date:Sat,%2013%20Feb%202021%2001:05:08%20GMT	https://themes.themewild.com/vidstream/assets/css/slick-animation.css	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/css/slick-animation.css	(from https://themes.themewild.com/vidstream/assets/css/typography.css)
22:48:10	14724/14724	---M--	200	added ('OK')	font/woff	date:Sat,%2029%20Aug%202020%2018:52:26%20GMT	https://themes.themewild.com/vidstream/assets/fonts/helvetica/HelveticaNeueBold.woff	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/fonts/helvetica/HelveticaNeueBold.woff	(from https://themes.themewild.com/vidstream/assets/css/typography.css)
22:48:11	3312/3312	---M-Z	200	added ('OK')	image/svg+xml	date:Sat,%2013%20Feb%202021%2001:34:38%20GMT	https://themes.themewild.com/vidstream/assets/images/loader.svg	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/images/loader.svg	(from https://themes.themewild.com/vidstream/assets/css/typography.css)
22:48:11	113/113	---M--	200	added ('OK')	image/png	date:Sat,%2029%20Aug%202020%2018:52:26%20GMT	https://themes.themewild.com/vidstream/assets/images/menu.png	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/images/menu.png	(from https://themes.themewild.com/vidstream/assets/css/style.css)
22:48:12	81877/81877	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Feb%202021%2001:44:36%20GMT	https://themes.themewild.com/vidstream/assets/images/texure.jpg	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/images/texure.jpg	(from https://themes.themewild.com/vidstream/assets/css/style.css)
22:48:13	1224/1224	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2023%20May%202022%2001:48:11%20GMT	https://themes.themewild.com/vidstream/assets/images/shows-banner/single-show.jpg	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/images/shows-banner/single-show.jpg	(from https://themes.themewild.com/vidstream/assets/css/style.css)
22:48:15	318958/318958	---M--	200	added ('OK')	image/jpeg	date:Wed,%2017%20Feb%202021%2014:43:03%20GMT	https://themes.themewild.com/vidstream/assets/images/banner/title.jpg	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/images/banner/title.jpg	(from https://themes.themewild.com/vidstream/movie-category.html)
22:48:18	1680936/1680936	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Feb%202021%2022:52:02%20GMT	https://themes.themewild.com/vidstream/assets/images/movie-banner/01.jpg	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/images/movie-banner/01.jpg	(from https://themes.themewild.com/vidstream/movie-category.html)
22:48:19	1825801/1825801	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Feb%202021%2022:52:16%20GMT	https://themes.themewild.com/vidstream/assets/images/movie-banner/02.jpg	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/images/movie-banner/02.jpg	(from https://themes.themewild.com/vidstream/movie-category.html)
22:48:19	1494722/1494722	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Feb%202021%2022:51:52%20GMT	https://themes.themewild.com/vidstream/assets/images/movie-banner/03.jpg	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/images/movie-banner/03.jpg	(from https://themes.themewild.com/vidstream/movie-category.html)
22:48:21	1267804/1267804	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Feb%202021%2022:48:20%20GMT	https://themes.themewild.com/vidstream/assets/images/movies/01.jpg	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/images/movies/01.jpg	(from https://themes.themewild.com/vidstream/movie-category.html)
22:48:22	1697458/1697458	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Feb%202021%2022:49:02%20GMT	https://themes.themewild.com/vidstream/assets/images/movies/02.jpg	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/images/movies/02.jpg	(from https://themes.themewild.com/vidstream/movie-category.html)
22:48:22	1059535/1059535	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Feb%202021%2022:49:50%20GMT	https://themes.themewild.com/vidstream/assets/images/movies/03.jpg	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/images/movies/03.jpg	(from https://themes.themewild.com/vidstream/movie-category.html)
22:48:25	1708980/1708980	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Feb%202021%2022:50:00%20GMT	https://themes.themewild.com/vidstream/assets/images/movies/04.jpg	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/images/movies/04.jpg	(from https://themes.themewild.com/vidstream/movie-category.html)
22:48:25	1829711/1829711	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Feb%202021%2022:49:40%20GMT	https://themes.themewild.com/vidstream/assets/images/movies/05.jpg	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/images/movies/05.jpg	(from https://themes.themewild.com/vidstream/movie-category.html)
22:48:27	1674109/1674109	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Feb%202021%2022:48:46%20GMT	https://themes.themewild.com/vidstream/assets/images/movies/06.jpg	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/images/movies/06.jpg	(from https://themes.themewild.com/vidstream/movie-category.html)
22:48:28	1966014/1966014	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Feb%202021%2022:50:10%20GMT	https://themes.themewild.com/vidstream/assets/images/movies/07.jpg	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/images/movies/07.jpg	(from https://themes.themewild.com/vidstream/movie-category.html)
22:48:29	1224/1224	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2023%20May%202022%2001:48:26%20GMT	https://themes.themewild.com/vidstream/show-signle.html	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/show-signle.html	(from https://themes.themewild.com/vidstream/movie-category.html)
22:48:29	503814/503814	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Feb%202021%2022:49:14%20GMT	https://themes.themewild.com/vidstream/assets/images/movies/09.jpg	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/images/movies/09.jpg	(from https://themes.themewild.com/vidstream/movie-category.html)
22:48:29	1831734/1831734	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Feb%202021%2022:49:30%20GMT	https://themes.themewild.com/vidstream/assets/images/movies/08.jpg	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/images/movies/08.jpg	(from https://themes.themewild.com/vidstream/movie-category.html)
22:48:31	213128/213128	---M--	200	added ('OK')	image/jpeg	date:Sun,%2014%20Feb%202021%2014:30:30%20GMT	https://themes.themewild.com/vidstream/assets/images/about/about.jpg	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/images/about/about.jpg	(from https://themes.themewild.com/vidstream/about.html)
22:48:31	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%226283f7a4-4d7%22	https://themes.themewild.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/Meus%20Sites/videostream/themes.themewild.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://themes.themewild.com/vidstream/my-profile.html)
22:48:32	49310/49310	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2029%20Aug%202020%2018:52:26%20GMT	https://themes.themewild.com/vidstream/assets/js/flatpickr.min.js	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/js/flatpickr.min.js	(from https://themes.themewild.com/vidstream/my-profile.html)
22:48:35	1950963/1950963	---M--	200	added ('OK')	video/mp4	date:Mon,%2015%20Feb%202021%2014:21:30%20GMT	https://themes.themewild.com/vidstream/assets/video/sample-video.mp4	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/video/sample-video.mp4	(from https://themes.themewild.com/vidstream/watch-video.html)
22:48:37	1648186/1648186	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Feb%202021%2022:31:44%20GMT	https://themes.themewild.com/vidstream/assets/images/shows-banner/show-1.jpg	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/images/shows-banner/show-1.jpg	(from https://themes.themewild.com/vidstream/show-category.html)
22:48:37	1446967/1446967	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Feb%202021%2022:32:18%20GMT	https://themes.themewild.com/vidstream/assets/images/shows-banner/show-2.jpg	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/images/shows-banner/show-2.jpg	(from https://themes.themewild.com/vidstream/show-category.html)
22:48:38	995593/995593	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Feb%202021%2022:31:58%20GMT	https://themes.themewild.com/vidstream/assets/images/shows-banner/show-3.jpg	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/images/shows-banner/show-3.jpg	(from https://themes.themewild.com/vidstream/show-category.html)
22:48:39	1488525/1488525	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Feb%202021%2017:01:16%20GMT	https://themes.themewild.com/vidstream/assets/images/tvthrillers/06.jpg	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/images/tvthrillers/06.jpg	(from https://themes.themewild.com/vidstream/show-category.html)
22:48:39	185895/185895	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Feb%202021%2017:01:50%20GMT	https://themes.themewild.com/vidstream/assets/images/tvthrillers/07.jpg	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/images/tvthrillers/07.jpg	(from https://themes.themewild.com/vidstream/show-category.html)
22:48:41	620694/620694	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Feb%202021%2016:59:34%20GMT	https://themes.themewild.com/vidstream/assets/images/tvthrillers/08.jpg	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/images/tvthrillers/08.jpg	(from https://themes.themewild.com/vidstream/show-category.html)
22:48:42	615110/615110	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Feb%202021%2017:02:16%20GMT	https://themes.themewild.com/vidstream/assets/images/tvthrillers/09.jpg	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/images/tvthrillers/09.jpg	(from https://themes.themewild.com/vidstream/show-category.html)
22:48:42	488965/488965	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Feb%202021%2022:59:54%20GMT	https://themes.themewild.com/vidstream/assets/images/episodes/01.jpg	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/images/episodes/01.jpg	(from https://themes.themewild.com/vidstream/show-details.html)
22:48:44	339759/339759	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Feb%202021%2023:00:10%20GMT	https://themes.themewild.com/vidstream/assets/images/episodes/02.jpg	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/images/episodes/02.jpg	(from https://themes.themewild.com/vidstream/show-details.html)
22:48:45	377476/377476	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Feb%202021%2023:02:48%20GMT	https://themes.themewild.com/vidstream/assets/images/episodes/03.jpg	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/images/episodes/03.jpg	(from https://themes.themewild.com/vidstream/show-details.html)
22:48:48	1787452/1787452	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Feb%202021%2023:01:50%20GMT	https://themes.themewild.com/vidstream/assets/images/episodes/04.jpg	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/images/episodes/04.jpg	(from https://themes.themewild.com/vidstream/show-details.html)
22:48:49	1522186/1522186	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Feb%202021%2023:01:20%20GMT	https://themes.themewild.com/vidstream/assets/images/episodes/05.jpg	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/images/episodes/05.jpg	(from https://themes.themewild.com/vidstream/show-details.html)
22:48:49	1476325/1476325	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Feb%202021%2022:55:10%20GMT	https://themes.themewild.com/vidstream/assets/images/episodes/06.jpg	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/images/episodes/06.jpg	(from https://themes.themewild.com/vidstream/show-details.html)
22:48:49	334404/334404	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Feb%202021%2022:59:42%20GMT	https://themes.themewild.com/vidstream/assets/images/episodes/07.jpg	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/images/episodes/07.jpg	(from https://themes.themewild.com/vidstream/show-details.html)
22:48:51	655462/655462	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Feb%202021%2023:00:22%20GMT	https://themes.themewild.com/vidstream/assets/images/episodes/08.jpg	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/images/episodes/08.jpg	(from https://themes.themewild.com/vidstream/show-details.html)
22:48:52	392357/392357	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Feb%202021%2023:00:32%20GMT	https://themes.themewild.com/vidstream/assets/images/episodes/09.jpg	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/images/episodes/09.jpg	(from https://themes.themewild.com/vidstream/show-details.html)
22:48:53	385745/385745	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Feb%202021%2023:01:00%20GMT	https://themes.themewild.com/vidstream/assets/images/episodes/10.jpg	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/images/episodes/10.jpg	(from https://themes.themewild.com/vidstream/show-details.html)
22:48:53	87993/87993	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Feb%202021%2000:36:02%20GMT	https://themes.themewild.com/vidstream/assets/images/blog/01.jpg	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/images/blog/01.jpg	(from https://themes.themewild.com/vidstream/blog.html)
22:48:54	54435/54435	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Feb%202021%2000:35:22%20GMT	https://themes.themewild.com/vidstream/assets/images/blog/02.jpg	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/images/blog/02.jpg	(from https://themes.themewild.com/vidstream/blog.html)
22:48:55	63096/63096	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Feb%202021%2000:36:20%20GMT	https://themes.themewild.com/vidstream/assets/images/blog/03.jpg	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/images/blog/03.jpg	(from https://themes.themewild.com/vidstream/blog.html)
22:48:56	37367/37367	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Feb%202021%2000:34:06%20GMT	https://themes.themewild.com/vidstream/assets/images/blog/04.jpg	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/images/blog/04.jpg	(from https://themes.themewild.com/vidstream/blog.html)
22:48:57	40160/40160	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Feb%202021%2000:33:24%20GMT	https://themes.themewild.com/vidstream/assets/images/blog/05.jpg	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/images/blog/05.jpg	(from https://themes.themewild.com/vidstream/blog.html)
22:48:59	65265/65265	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Feb%202021%2000:32:14%20GMT	https://themes.themewild.com/vidstream/assets/images/blog/06.jpg	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/images/blog/06.jpg	(from https://themes.themewild.com/vidstream/blog.html)
22:49:00	1760/1760	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2017%20Jan%202021%2000:39:02%20GMT	https://themes.themewild.com/vidstream/assets/js/contact-form.js	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/js/contact-form.js	(from https://themes.themewild.com/vidstream/contact.html)
22:49:01	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2029%20Aug%202020%2018:52:26%20GMT	https://themes.themewild.com/vidstream/assets/fonts/fontawesome-webfont3e6e.eot?v=4.7.0	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/fonts/fontawesome-webfont3e6e3e6e.eot	(from https://themes.themewild.com/vidstream/assets/css/all.min.css)
22:49:03	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2029%20Aug%202020%2018:52:26%20GMT	https://themes.themewild.com/vidstream/assets/fonts/fontawesome-webfontd41d.eot?	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/fonts/fontawesome-webfontd41dd41d.eot	(from https://themes.themewild.com/vidstream/assets/css/all.min.css)
22:49:04	77160/77160	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20Feb%202021%2001:14:32%20GMT	https://themes.themewild.com/vidstream/assets/fonts/fontawesome-webfont3e6e.html?v=4.7.0	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/fonts/fontawesome-webfont3e6e3e6e.html	(from https://themes.themewild.com/vidstream/assets/css/all.min.css)
22:49:05	98024/98024	---M--	200	added ('OK')	font/woff	date:Sat,%2029%20Aug%202020%2018:52:26%20GMT	https://themes.themewild.com/vidstream/assets/fonts/fontawesome-webfont3e6e.woff?v=4.7.0	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/fonts/fontawesome-webfont3e6e3e6e.woff	(from https://themes.themewild.com/vidstream/assets/css/all.min.css)
22:49:07	165548/165548	---MCZ	200	added ('OK')	font/ttf	date:Sat,%2029%20Aug%202020%2018:52:26%20GMT	https://themes.themewild.com/vidstream/assets/fonts/fontawesome-webfont3e6e.ttf?v=4.7.0	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/fonts/fontawesome-webfont3e6e3e6e.ttf	(from https://themes.themewild.com/vidstream/assets/css/all.min.css)
22:49:09	444379/444379	---M-Z	200	added ('OK')	image/svg+xml	date:Sat,%2029%20Aug%202020%2018:52:26%20GMT	https://themes.themewild.com/vidstream/assets/fonts/fontawesome-webfont3e6e.svg?v=4.7.0	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/fonts/fontawesome-webfont3e6e3e6e.svg	(from https://themes.themewild.com/vidstream/assets/css/all.min.css)
22:49:10	296576/296576	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2029%20Aug%202020%2018:52:26%20GMT	https://themes.themewild.com/vidstream/assets/fonts/remixicon4d30.eot?t=1568552893872	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/fonts/remixicon4d304d30.eot	(from https://themes.themewild.com/vidstream/assets/css/remixicon.css)
22:49:11	91672/91672	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20Feb%202021%2001:14:32%20GMT	https://themes.themewild.com/vidstream/assets/fonts/remixicon4d30.html?t=1568552893872	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/fonts/remixicon4d304d30.html	(from https://themes.themewild.com/vidstream/assets/css/remixicon.css)
22:49:12	125916/125916	---M--	200	added ('OK')	font/woff	date:Sat,%2029%20Aug%202020%2018:52:26%20GMT	https://themes.themewild.com/vidstream/assets/fonts/remixicon4d30.woff?t=1568552893872	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/fonts/remixicon4d304d30.woff	(from https://themes.themewild.com/vidstream/assets/css/remixicon.css)
22:49:13	296404/296404	---MCZ	200	added ('OK')	font/ttf	date:Sat,%2029%20Aug%202020%2018:52:26%20GMT	https://themes.themewild.com/vidstream/assets/fonts/remixicon4d30.ttf?t=1568552893872	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/fonts/remixicon4d304d30.ttf	(from https://themes.themewild.com/vidstream/assets/css/remixicon.css)
22:49:14	1224/1224	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2023%20May%202022%2001:49:12%20GMT	https://themes.themewild.com/vidstream/assets/css/owl.video.play.html	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/css/owl.video.play.html	(from https://themes.themewild.com/vidstream/assets/css/owl.carousel.min.css)
22:49:16	857281/857281	---M-Z	200	added ('OK')	image/svg+xml	date:Sat,%2029%20Aug%202020%2018:52:26%20GMT	https://themes.themewild.com/vidstream/assets/fonts/remixicon4d30.svg?t=1568552893872	C:/Meus%20Sites/videostream/themes.themewild.com/vidstream/assets/fonts/remixicon4d304d30.svg	(from https://themes.themewild.com/vidstream/assets/css/remixicon.css)
